league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee
ENG-Premier League,2223,Wolves,2022-08-06 Leeds United-Wolves,2022-08-06,15:00:00,Matchweek 1,Sat,Away,L,1,2,Leeds United,1.3,0.8,60,36347,Rúben Neves,4-2-3-1,Robert Jones
ENG-Premier League,2223,Wolves,2022-08-13 Wolves-Fulham,2022-08-13,15:00:00,Matchweek 2,Sat,Home,D,0,0,Fulham,0.9,1.5,59,31178,Rúben Neves,4-2-3-1,John Brooks
ENG-Premier League,2223,Wolves,2022-08-20 Tottenham-Wolves,2022-08-20,12:30:00,Matchweek 3,Sat,Away,L,0,1,Tottenham,0.7,1.7,50,61298,Rúben Neves,3-5-2,Simon Hooper
ENG-Premier League,2223,Wolves,2022-08-28 Wolves-Newcastle Utd,2022-08-28,14:00:00,Matchweek 4,Sun,Home,D,1,1,Newcastle Utd,0.7,1.7,37,31311,Rúben Neves,4-3-3,Peter Bankes
ENG-Premier League,2223,Wolves,2022-08-31 Bournemouth-Wolves,2022-08-31,19:30:00,Matchweek 5,Wed,Away,D,0,0,Bournemouth,1.5,0.4,65,10113,Rúben Neves,4-3-3,Anthony Taylor
ENG-Premier League,2223,Wolves,2022-09-03 Wolves-Southampton,2022-09-03,15:00:00,Matchweek 6,Sat,Home,W,1,0,Southampton,0.8,1.2,51,30546,Rúben Neves,4-3-3,John Brooks
ENG-Premier League,2223,Wolves,2022-09-17 Wolves-Manchester City,2022-09-17,12:30:00,Matchweek 8,Sat,Home,L,0,3,Manchester City,0.4,1.1,41,31578,Rúben Neves,4-3-3,Anthony Taylor
ENG-Premier League,2223,Wolves,2022-10-01 West Ham-Wolves,2022-10-01,17:30:00,Matchweek 9,Sat,Away,L,0,2,West Ham,0.7,0.9,61,62444,Rúben Neves,3-4-3,Paul Tierney
ENG-Premier League,2223,Wolves,2022-10-08 Chelsea-Wolves,2022-10-08,15:00:00,Matchweek 10,Sat,Away,L,0,3,Chelsea,1.1,1.9,43,39940,João Moutinho,4-2-3-1,Simon Hooper
ENG-Premier League,2223,Wolves,2022-10-15 Wolves-Nott'ham Forest,2022-10-15,15:00:00,Matchweek 11,Sat,Home,W,1,0,Nott'ham Forest,1.3,1.5,58,31554,Rúben Neves,4-2-3-1,Thomas Bramall
ENG-Premier League,2223,Wolves,2022-10-18 Crystal Palace-Wolves,2022-10-18,20:15:00,Matchweek 12,Tue,Away,L,1,2,Crystal Palace,0.8,1.2,49,25125,Rúben Neves,4-2-3-1,David Coote
ENG-Premier League,2223,Wolves,2022-10-23 Wolves-Leicester City,2022-10-23,14:00:00,Matchweek 13,Sun,Home,L,0,4,Leicester City,2.1,0.9,60,31425,Rúben Neves,4-2-3-1,Michael Oliver
ENG-Premier League,2223,Wolves,2022-10-29 Brentford-Wolves,2022-10-29,15:00:00,Matchweek 14,Sat,Away,D,1,1,Brentford,0.6,1.4,42,17051,Rúben Neves,4-2-3-1,Robert Madley
ENG-Premier League,2223,Wolves,2022-11-05 Wolves-Brighton,2022-11-05,15:00:00,Matchweek 15,Sat,Home,L,2,3,Brighton,1.2,1.5,29,30732,Rúben Neves,4-3-3,Graham Scott
ENG-Premier League,2223,Wolves,2022-11-12 Wolves-Arsenal,2022-11-12,19:45:00,Matchweek 16,Sat,Home,L,0,2,Arsenal,0.7,2.1,38,34624,João Moutinho,5-3-2,Stuart Attwell
ENG-Premier League,2223,Wolves,2022-12-26 Everton-Wolves,2022-12-26,15:00:00,Matchweek 17,Mon,Away,W,2,1,Everton,0.8,1.7,42,39252,Rúben Neves,4-3-3,Craig Pawson
ENG-Premier League,2223,Wolves,2022-12-31 Wolves-Manchester Utd,2022-12-31,12:30:00,Matchweek 18,Sat,Home,L,0,1,Manchester Utd,0.7,2.0,46,31658,Rúben Neves,4-2-3-1,Robert Jones
ENG-Premier League,2223,Wolves,2023-01-04 Aston Villa-Wolves,2023-01-04,20:00:00,Matchweek 19,Wed,Away,D,1,1,Aston Villa,0.9,1.8,44,39978,Rúben Neves,4-2-3-1,Jarred Gillett
ENG-Premier League,2223,Wolves,2023-01-14 Wolves-West Ham,2023-01-14,15:00:00,Matchweek 20,Sat,Home,W,1,0,West Ham,0.9,1.1,58,31511,Rúben Neves,4-2-3-1,Simon Hooper
ENG-Premier League,2223,Wolves,2023-01-22 Manchester City-Wolves,2023-01-22,14:00:00,Matchweek 21,Sun,Away,L,0,3,Manchester City,0.8,2.8,45,53282,Rúben Neves,4-3-3,David Coote
ENG-Premier League,2223,Wolves,2023-02-04 Wolves-Liverpool,2023-02-04,15:00:00,Matchweek 22,Sat,Home,W,3,0,Liverpool,2.0,1.8,41,31664,Rúben Neves,4-4-2,Paul Tierney
ENG-Premier League,2223,Wolves,2023-02-11 Southampton-Wolves,2023-02-11,15:00:00,Matchweek 23,Sat,Away,W,2,1,Southampton,0.8,1.1,59,29751,Rúben Neves,4-2-3-1,Jarred Gillett
ENG-Premier League,2223,Wolves,2023-02-18 Wolves-Bournemouth,2023-02-18,15:00:00,Matchweek 24,Sat,Home,L,0,1,Bournemouth,1.3,1.1,68,31222,Rúben Neves,4-2-3-1,Michael Salisbury
ENG-Premier League,2223,Wolves,2023-02-24 Fulham-Wolves,2023-02-24,20:00:00,Matchweek 25,Fri,Away,D,1,1,Fulham,0.8,0.5,49,24399,Rúben Neves,4-4-2,Michael Oliver
ENG-Premier League,2223,Wolves,2023-03-01 Liverpool-Wolves,2023-03-01,20:00:00,Matchweek 7,Wed,Away,L,0,2,Liverpool,0.8,2.6,43,53259,Rúben Neves,4-2-3-1,Paul Tierney
ENG-Premier League,2223,Wolves,2023-03-04 Wolves-Tottenham,2023-03-04,15:00:00,Matchweek 26,Sat,Home,W,1,0,Tottenham,0.5,1.2,46,31585,Rúben Neves,4-2-3-1,Tim Robinson
ENG-Premier League,2223,Wolves,2023-03-12 Newcastle Utd-Wolves,2023-03-12,16:30:00,Matchweek 27,Sun,Away,L,1,2,Newcastle Utd,1.1,1.8,57,52240,Rúben Neves,4-2-3-1,Andy Madley
ENG-Premier League,2223,Wolves,2023-03-18 Wolves-Leeds United,2023-03-18,15:00:00,Matchweek 28,Sat,Home,L,2,4,Leeds United,2.7,1.6,65,31570,Rúben Neves,4-3-3,Michael Salisbury
ENG-Premier League,2223,Wolves,2023-04-01 Nott'ham Forest-Wolves,2023-04-01,15:00:00,Matchweek 29,Sat,Away,D,1,1,Nott'ham Forest,0.5,1.3,71,29368,Rúben Neves,4-2-3-1,Chris Kavanagh
ENG-Premier League,2223,Wolves,2023-04-08 Wolves-Chelsea,2023-04-08,15:00:00,Matchweek 30,Sat,Home,W,1,0,Chelsea,0.6,1.1,38,31614,Max Kilman,4-4-2,Peter Bankes
ENG-Premier League,2223,Wolves,2023-04-15 Wolves-Brentford,2023-04-15,15:00:00,Matchweek 31,Sat,Home,W,2,0,Brentford,0.8,1.1,50,30769,Max Kilman,4-4-2,Paul Tierney
ENG-Premier League,2223,Wolves,2023-04-22 Leicester City-Wolves,2023-04-22,15:00:00,Matchweek 32,Sat,Away,L,1,2,Leicester City,0.9,2.4,58,32053,Max Kilman,4-4-2,Andy Madley
ENG-Premier League,2223,Wolves,2023-04-25 Wolves-Crystal Palace,2023-04-25,19:30:00,Matchweek 33,Tue,Home,W,2,0,Crystal Palace,1.4,0.8,41,30294,Rúben Neves,4-4-2,Robert Jones
ENG-Premier League,2223,Wolves,2023-04-29 Brighton-Wolves,2023-04-29,15:00:00,Matchweek 34,Sat,Away,L,0,6,Brighton,0.8,3.3,43,31584,Rúben Neves,4-4-2,David Coote
ENG-Premier League,2223,Wolves,2023-05-06 Wolves-Aston Villa,2023-05-06,15:00:00,Matchweek 35,Sat,Home,W,1,0,Aston Villa,0.8,1.5,38,31641,Rúben Neves,4-4-2,Stuart Attwell
ENG-Premier League,2223,Wolves,2023-05-13 Manchester Utd-Wolves,2023-05-13,15:00:00,Matchweek 36,Sat,Away,L,0,2,Manchester Utd,0.3,3.2,52,73570,Rúben Neves,4-4-2,John Brooks
ENG-Premier League,2223,Wolves,2023-05-20 Wolves-Everton,2023-05-20,15:00:00,Matchweek 37,Sat,Home,D,1,1,Everton,1.6,2.0,52,31684,Rúben Neves,4-4-2,David Coote
ENG-Premier League,2223,Wolves,2023-05-28 Arsenal-Wolves,2023-05-28,16:30:00,Matchweek 38,Sun,Away,L,0,5,Arsenal,0.5,2.8,49,60095,Max Kilman,4-3-3,Andre Marriner
